index;noticia;link_noticia;web;usuario;id_usuario;fecha_envio;fecha_publicacion;meneos;clicks;comentarios;votos_positivos;votos_anonimos;votos_negativos;karma;sub;extracto
4144332;¿Por qué el misil Abu Mahdi cambia el juego naval en el Mar Arábigo?;https://www.elconfidencialdigital.com/geopolitica/articulo/armamento/que-misil-abu-mahdi-cambia-juego-naval-mar-arabigo/20260206164724003232.html;elconfidencialdigital.com;Beltenebros;651410;1770404094;1770422402;195;1998;71;81;114;2;335;actualidad; El despliegue del misil antibuque Abu Mahdi por parte de Irán ha generado preocupación en los círculos estratégicos de Defensa, especialmente en Estados Unidos, cuyos grupos navales operan en el Mar Arábigo. Este sistema representa un cambio sustancial en la estrategia iraní, pasando de una postura de defensa costera a una capacidad ofensiva de largo alcance. Abu Mahdi es un misil de crucero subsónico equipado con turborreactor, diseñado para vuelos prolongados y maniobras que evaden los sistemas antimisiles convencionales, con un alcance..  
4144202;Estados Unidos acusa a China de «acumulación masiva» de armas nucleares;"https://www.swissinfo.ch/spa/estados-unidos-acusa-a-china-de-""acumulación-masiva""-de-armas-nucleares/90901233";swissinfo.ch;yemeth;85235;1770377898;1770420902;225;564;77;117;108;0;329;actualidad; Estados Unidos acusó este viernes a China de haber realizado «una acumulación masiva y deliberada» de armas nucleares y de perseguir un arsenal similar al suyo o al de Rusia. Lo hizo en la Conferencia de Desarme de la ONU en Ginebra, mientras se daba la situación de que anoche expiraba el acuerdo START III de no proliferación entre EEUU y Rusia.  
4144336;La concejala de Móstoles insistió a Ana Millán en que el partido actuara tras llevar “siete meses” denunciando: “Un presunto caso de acoso sexual y laboral, y tú no activas nada”;https://elpais.com/espana/2026-02-06/la-concejala-de-mostoles-insistio-a-ana-millan-en-que-el-partido-actuara-tras-llevar-siete-meses-denunciando-un-presunto-caso-de-acoso-sexual-y-laboral-y-tu-no-activas-nada.html;elpais.com;YeahYa;620789;1770404311;1770419402;428;621;18;168;260;0;376;actualidad; En un audio de una reunión al que ha tenido acceso EL PAÍS, la denunciante insistió a la vicesecretaria de Organización del PP madrileño en que necesitaba “amparo”  
4144273;Con obra de Shakespeare, Ian McKellen se pronuncia contra asesinatos del ICE;https://www.youtube.com/watch?v=H0KBU7yfFS4;youtube.com;gringogo;551819;1770391005;1770417902;299;1665;14;129;170;0;362;actualidad; Ian McKellen sorprendió en The Late Show al interpretar un monólogo de William Shakespeare para denunciar los asesinatos cometidos por el ICE y las políticas migratorias del gobierno de Donald Trump. El actor pidió al público imaginar disturbios de hace 400 años en Londres contra extranjeros, para luego recitar a Tomás Moro: “¿Qué pensaríais de ser tratados así?”. La audiencia terminó aplaudiendo de pie.  
4144355;La Marea deja Telegram;https://www.lamarea.com/2026/02/06/lamarea-deja-telegram/;lamarea.com;carlos.gberrendero;243163;1770407259;1770415802;383;1077;177;162;221;22;402;actualidad; Las publicaciones de La Marea y Climática han dejado de publicar en Telegram a raíz del mensaje de propaganda injerencista que realizó el tecnoligarca fuego de la aplicación.  
4144085;Historia de los 747 LCF Dreamlifter de Boeing;https://onthewings.es/curiosidades/historia-programa-boeing-747-lcf/;onthewings.es;Free_palestine;610549;1770356757;1770414602;68;1032;7;39;29;0;377;Avionéame; El programa de Boeing 747 LCF lo componen cuatro aeronaves que comenzaron su vida operativa como aeronaves de pasajeros. Esta es su historia.  
4144370;La Casa Blanca elimina el vídeo racista colgado por Trump en el que aparecen los Obama caracterizados como monos;https://www.lavozdegalicia.es/noticia/internacional/2026/02/06/trump-publica-video-generado-ia-aparecen-obama-caracterizados-monos/00031770388230092181671.htm;lavozdegalicia.es;Delay;756952;1770409699;1770412502;375;1298;78;149;226;0;397;actualidad; La medida se tomó tras el aluvión de críticas, incluso de republicanos. La publicación, que recuerda el cliché racista de comparar a los negros con los monos, provocó una rápida reacción. El senador Tim Scott, el único republicano negro en el Senado, calificó la publicación de racista y dijo que Trump debería eliminarla. «Rezo para que fuera falsa, porque es lo más racista que he visto en esta Casa Blanca. El presidente debería eliminarla», escribió en X el republicano de Carolina del Sur, quien también preside el comité de campaña republicano  
4144212;El caso de Móstoles sacude el búnker de Ayuso y pone en la diana a Serrano y Millán;https://www.elconfidencial.com/espana/madrid/2026-02-06/caso-mostoles-sacude-bunker-ayuso-diana-alfonso-serrano-ana-millan_4298000/;elconfidencial.com;Oghaio;28285;1770379345;1770412203;362;506;28;125;237;3;371;politica;" La Comunidad de Madrid, que ha activado toda la maquinaria, niega la mayor y este jueves filtró una cadena de correos electrónicos intercambiados con la afectada para tratar de demostrar que siempre habló de ""discriminación laboral"" y no de ""acoso sexual"". Lo cierto, no obstante, es que sí lo hizo meses después del primer mensaje a través de su abogado, hablando de ""acoso sexual y/o laboral"". "
4143972;¿Qué será lo siguiente? ¿Prohibirnos la cerveza?», preguntan los niños españoles después de que Sánchez amenace con quitarles las redes sociales;https://www.elmundotoday.com/2026/02/que-sera-lo-siguiente-prohibirnos-la-cerveza-preguntan-los-ninos-espanoles-despues-de-que-sanchez-amenace-con-quitarles-las-redes-sociales/;elmundotoday.com;luspagnolu;812511;1770311719;1770410103;396;657;67;182;214;2;395;ocio; Solo un día después de que el presidente del Gobierno, Pedro Sánchez, anunciara este martes que España prohibirá el acceso a las redes sociales a menores de 16 años, miles de niños de todo el país han hecho público su malestar y el creer que esa prohibición pueda sentar un precedente para, más adelante, prohibirles también el consumo de bebidas alcohólicas o el acceso a locales de apuestas. “Sin Instagram, ¿qué hago cuando salga a fumar, mirad la pared?”, ha preguntado un niño de seis años al leer la noticia en Facebook.  
4144263;Achikitú gana una sentencia por delito de odio tras un comentario en redes sociales;https://donbenito.com/achikitu-gana-una-sentencia-por-delito-de-odio-tras-un-comentario-en-redes-sociales/;donbenito.com;Delay;756952;1770389375;1770408902;171;847;58;83;88;4;387;actualidad; “¿La bandera LGTBI para niños?, pedófilos de mierda”. Un lamentable comentario que, desde Achikitú, consideraron que suponía una grave acusación y un ataque directo hacia el colectivo LGTBI y hacia el trabajo que desarrollan en favor de la diversidad, por lo que decidieron denunciar los hechos como un delito de odio.  
4144152;"Abascal le hace la pelota a Musk por sus insultos a Sánchez y los tuiteros lo tienen claro: ""Menudo lamebotas""";https://www.publico.es/tremending/abascal-le-pelota-musk-insultos-sanchez-tuiteros-claro-menudo-lamebotas.html;publico.es;viajeroWeb;469066;1770370481;1770406802;469;1347;56;175;294;24;380;actualidad;" Curioso concepto de ""patriotismo"" tiene la ultraderecha española. Se pasan el día enalteciendo un país que solo existe en sus cabezas y a la primera de cambio se arrastran ante el primer extranjero...  "
4144311;Gmail cambia para siempre: ya no podrás gestionar cuentas de correo externas mediante POP3;https://www.elespanol.com/elandroidelibre/aplicaciones/20260117/gmail-cambia-siempre-no-podras-gestionar-cuentas-correo-externas-mediante-pop3/1003744085747_0.html;elespanol.com;eqas;409083;1770398732;1770405002;195;2220;90;89;106;0;385;tecnología; Google ha anunciado la desaparición de la compatibilidad de Gmail con las cuentas POP 3 que podíamos gestionar desde la plataforma.  
4144319;"Silvia Intxaurrondo denuncia un veto en RTVE: ""Jorge Azcón ha declinado la invitación""";https://eltelevisero.huffingtonpost.es/2026/02/silvia-intxaurrondo-periodista-y-presentadora-denuncia-un-veto-en-rtve-y-lo-propaga-ha-declinado-la-invitacion/;eltelevisero.huffingtonpost.es;Delay;756952;1770400378;1770403202;366;1025;108;148;218;3;373;actualidad;" No ha tenido reparos en retratar al candidato popular por su actuación para que la gente lo tuviera en cuenta: ""Ha declinado la invitación de TVE y ha decidido no hacer uso de este espacio de 15 minutos de diálogo; 15 minutos fijados por la Junta Electoral Central en base a sus resultados de los últimos comicios""  "
4144093;HBO está preparando Baldur's Gate,  basada en la franquicia de videojuegos [ENG];https://deadline.com/2026/02/baldurs-gate-3-tv-show-craig-mazin-hbo-1236710583/;deadline.com;user31;846010;1770361386;1770398703;163;901;79;94;69;0;403;tecnología; Craig Mazin, cocreador de quizá la adaptación televisiva de un videojuego más aclamada hasta la fecha, The Last of Us de HBO, abordará ahora otro título enormemente popular y premiado: Baldur’s Gate 3 de Larian Studios, ambientado en el mundo de Dungeons & Dragons. A diferencia de The Last of Us de HBO, que volvió a contar la historia de los juegos de PlayStation, la serie de Baldur’s Gate será una continuación de los juegos: narrará una historia que transcurre inmediatamente después de los acontecimientos de Baldur’s Gate 3.  
4144256;Tres ex altos cargos de Ayuso, citados como imputados de nuevo por los protocolos en las residencias;https://www.elsaltodiario.com/comunidad-madrid/tres-ex-altos-cargos-ayuso-son-citados-juzgado-protocolos-vergueenza-residencias;elsaltodiario.com;Delay;756952;1770388396;1770398702;454;454;24;164;290;2;410;Justicia7291; Es el quinto procedimiento judicial en el que los ex altos cargos del Gobierno de la Comunidad de Madrid están citados como imputados por las muertes sin asistencia médica dentro de las residencias en los meses más duros del covid-19.  
4144285;¿Quién ingresó a la celda de Epstein la noche de su muerte? Registros de video recién publicados parecen contradecir las versiones oficiales.(EN);https://www.cbsnews.com/news/epstein-files-jail-cell-death-video-logs/;cbsnews.com;naviego;118627;1770393084;1770397802;327;2393;48;125;202;1;393;actualidad; Documentos recientemente publicados del Departamento de Justicia muestran que los investigadores que revisaron las imágenes de vigilancia de la noche de la muerte de Jeffrey Epstein observaron una forma de color naranja subiendo una escalera hacia el nivel aislado y cerrado donde se encontraba su celda aproximadamente a las 10:39 p. m. del 9 de agosto de 2019.  
4144109;El rincón de Europa donde hasta hace dos días no podían entrar mujeres, vacas… ni catalanes;https://historiasdelahistoria.com/2026/01/27/el-rincon-de-europa-donde-hasta-hace-dos-dias-no-podian-entrar-mujeres-vacas-ni-catalanes;historiasdelahistoria.com;Barney_77;197859;1770364608;1770396602;168;3217;85;82;86;1;358;Historiaycos; Europa suele contarse a sí misma como una historia de progreso continuo: de la superstición a la ciencia, del absolutismo a los derechos humanos, del medievo a la modernidad. Pero el mapa europeo es traicionero y guarda excepciones que parecen diseñadas para recordarnos que el pasado, a veces, no se va: se enquista. Una de las más fascinantes es el Monte Athos, un lugar real donde hasta fechas sorprendentemente recientes estuvo prohibida la entrada a las mujeres, a las hembras de los animales y, durante siglos, también a los catalanes.  
4144040;Ayuso en la presentación de la Feria de San Isidro 2026: “Allá donde se prohíbe el toreo, desaparece la libertad”;https://www.comunidad.madrid/noticias/2026/02/05/diaz-ayuso-presentacion-feria-san-isidro-2026-alla-donde-prohibe-toreo-desaparece-libertad;comunidad.madrid;Delay;756952;1770324694;1770394502;263;544;63;95;168;7;382;Ayuso_news; En su opinión, “busca hoy más que nunca la verdad” frente a quienes, en su opinión, se la pretenden “arrebatar”. “Allá donde se prohíbe el toreo desaparece la libertad y arroja una visión hemipléjica de la cultura”,  
4144216;Mónica, internada en Vida Nueva durante diez años: «Usaban a Dios para someter a las internas, para meternos miedo»;https://www.naiz.eus/eu/info/noticia/20260206/usaban-a-dios-para-someter-a-las-internas-para-meternos-miedo-1;naiz.eus;Txominagirre;832272;1770380703;1770393002;242;1219;15;93;149;0;367;actualidad;" Consumía cannabis y sufrí un brote psicótico. No estaba mentalmente bien, es cierto, pero tampoco tan mal. Vivía una película en mi cabeza brutal, pero mi comportamiento seguía siendo adecuado; iba a la facultad, estudiaba Filología Hispánica… Me fue mal en los exámenes y pasé mal verano. Regresé en septiembre y tomaba mis apuntes, seguía con mi vida. Pero mi madre se asustó porque yo volvía a fumar. Me llevó a Vida Nueva sin mi consentimiento.  "
4144079;Lo sabían y lo escondieron: fotos y actos conjuntos de Ayuso y el alcalde de Móstoles cuando ya se conocían las denuncias de acoso;https://www.elplural.com/autonomias/madrid/sabian-escondieron-fotos-actos-conjuntos-ayuso-alcalde-mostoles-cuando-conocian-denuncias-acoso_380708102;elplural.com;Delay;756952;1770350817;1770391802;561;851;21;187;374;7;398;PPopulares; Ayuso y el alcalde, juntos una semana después de la carta: el 4 de marzo, la presidenta de la Comunidad de Madrid si tuvo tiempo para citarse y fotografiarse con Bautista en la Puerta del Sol, donde se encuentra la sede del Gobierno autonómico.(...) No volvieron a hacerle caso y se vio obligada a escribir otra carta el 17 de junio, pero antes, el 28 de mayo, Ayuso protagonizó un acto de las elecciones europeas con el alcalde, entre fotos y sonrisas. En ese momento, toda la cúpula del PP de Madrid ya sabía lo que pasaba.  
4144191;El PP de Ayuso prohíbe la entrada a familiares de víctimas en residencias en una comisión donde se hablaba del cómic '7.291';https://www.publico.es/politica/pp-ayuso-prohibe-entrada-familiares-victimas-residencias-comision-hablaba-comic-7-291.html;publico.es;Thornton;547136;1770376142;1770390602;500;648;24;184;316;0;388;politica; El PP en la Asamblea de Madrid ha impedido entrar en la sala a las familias de los fallecidos en las residencias de mayores durante la pandemia de covid-19 en 2020. Allí se han tratado, entre otras cuestiones, la censura y la falta de libertad de expresión en la cámara madrileña y las dificultades para hablar de las 7.291 víctimas en las residencias de mayores.  
4144230;El equipo de Vox preguntó sobre si Azcón los colocaría tras salir del Gobierno;https://www.abc.es/espana/aragon/criticos-vox-preguntaron-sobre-iba-colocar-azcon-20260206041024-nt.html;abc.es;Froku;135338;1770383082;1770389103;331;738;43;121;210;1;360;actualidad; ABC accede a más audios de la dirección de Vox en Aragón: «Si le digo a Azcón que os coloque donde yo quiera, él lo hará?»  
4144243;Los concesionarios estadounidenses en pánico total después de que Canadá da luz verde a los coches chinos [ENG];https://www.thedrive.com/news/u-s-dealers-in-full-panic-mode-after-canada-green-lights-chinese-cars;thedrive.com;Oghaio;28285;1770385730;1770387002;489;1261;69;195;294;0;388;actualidad;" ""El pánico generado por la NADA (Asociación de vendedores nacionales de automóviles) es, por supuesto, previsible, ya que es una llamada de atención», declaró Robby DeGraff, gerente de Producto e Información del Consumidor de AutoPacific. «Los productos de los fabricantes de automóviles chinos actuales (ya sean de motor de combustión interna o eléctricos/vehículos eléctricos nuevos) son sin duda atractivos, impresionantes y tentadores incluso para el consumidor estadounidense».  "
4144214;Las Tablas de Daimiel vive uno de sus mejores años;https://www.ecoticias.com/naturaleza/las-tablas-de-daimiel-recuperacion-agua;ecoticias.com;Barney_77;197859;1770380134;1770385502;257;2158;39;95;162;0;360;actualidad; Las Tablas de Daimiel han demostrado que cuando el agua regresa, la vida responde. Tras años marcados por la incertidumbre hídrica, el humedal ofrece señales claras de recuperación ecológica. Con un resurgir de la fauna que refuerza su papel como santuario clave de biodiversidad en España  
4144204;"Viene la borrasca Marta a España y la AEMET avisa: ""precipitaciones muy abundantes"" en estas zonas donde ya ha llovido mucho";https://www.elconfidencial.com/espana/2026-02-06/1qrt-borrasca-marta-aemet-precipitaciones-abundantes-zonas-llovido-mucho_4298338/;elconfidencial.com;TheIpodHuman;404473;1770377884;1770383702;220;5226;129;92;128;0;367;actualidad; España encara un nuevo episodio de tiempo inestable con la llegada de la borrasca Marta, un sistema atlántico que vuelve a poner el foco en las lluvias tras varias semanas marcadas por frentes encadenados, viento intenso y temporales marítimos. La Agencia Estatal de Meteorología (Aemet) ha advertido de precipitaciones muy abundantes en varias comunidades, muchas de ellas ya castigadas por acumulados significativos y con el suelo saturado.  
4144183;Es legal que me escriba Pável?;https://www.meneame.net/story/legal-escriba-pavel;;Niltsiar;485633;1770376684;1770381602;394;14766;363;172;222;3;366;Artículos;  Estimados meneantes, les escribo desde mi retrete para preguntarme si todos hemos recibido el mensaje de Pável Dúrov, el dueño de Telegram. Yo lo recibí ayer y desde entonces lleva dándome vueltas en cabeza, pues me parece una locura. ¿Es legal que el dueño de una App utilice el canal de Notificaciones de Servicio (Service notifications se llama literalmente), para meternos a todos un mensaje directo de propaganda política? Yo no estoy suscrito a ningún canal de difusión de opiniones de este …  
4144059;Hallan el cráneo trepanado de un hombre de gran altura en una fosa común de la época vikinga (ENG);http://www.thehistoryblog.com/archives/75303;thehistoryblog.com;Ripio;84333;1770331589;1770379202;102;1414;16;42;60;0;374;Arqueología; La fosa contenía una mezcla de esqueletos articulados completos y huesos de partes del cuerpo desmembradas, incluyendo extremidades dispersas, una pila de piernas y una pila de cráneos...El orificio elíptico mide 3 cm de ancho y fue cortado, perforado o raspado uniformemente con una herramienta afilada. Los bordes del hueso estaban curados, por lo que sabemos que sobrevivió a la operación, pero el nuevo crecimiento oculta la evidencia de la herramienta utilizada.  
4144189;El catedrático español que dijo ‘no’ a Epstein: “Que tu hija te diga que está orgullosa de ti no se paga con dinero”;https://www.articulo14.es/internacional/catedratico-espanol-dijo-no-epstein-hija-te-diga-que-esta-orgullosa-de-ti-no-se-paga-con-dinero-20260206.html;articulo14.es;Thornton;547136;1770376005;1770377702;519;4988;79;212;307;1;416;actualidad; Ernesto Pereda, catedrático de Ingeniería Eléctrica de la Universidad de La Laguna (Islas Canarias) descubrió con estupor que su nombre aparecía en los papeles del caso Epstein por un proyecto que rechazó por motivos éticos en 2017,  
4144178;El Pentágono advierte a los Scouts: o prohíben la participación de las niñas o les retirarán la financiación [Eng];https://www.telegraph.co.uk/us/news/2026/02/03/pentagon-warns-scouts-ban-girls-or-pull-funding/;telegraph.co.uk;Mangione;841038;1770374118;1770375602;443;1184;144;172;271;3;376;actualidad; El Pentágono ha sugerido que cancelará su colaboración con los Scouts a menos que el grupo prohíba la participación de las niñas y abandone su postura de neutralidad de género. Se ha instado a Scouting America a implementar reformas que la devuelvan a sus «valores fundamentales», y Sean Parnell, portavoz del Departamento de Defensa, lanzó un ultimátum al grupo el lunes por la noche.  
4144121;Los meteorólogos plantan cara a Iker Jiménez tras una nueva desinformación;https://www.elplural.com/extratele/meteorologos-plantan-cara-iker-jimenez-nueva-desinformacion-proponen-cara-cara-cierto-seguimos-esperando_380755102;elplural.com;gringogo;551819;1770367389;1770374402;600;3184;58;229;371;3;330;actualidad; 
4144096;El blindaje del profesorado de religión en la escuela pública vuelve a abrir una brecha entre los socios de Chivite;http://www.eldiario.es/navarra/blindaje-profesorado-religion-escuela-publica-vuelve-abrir-brecha-socios-chivite_1_12965023.html;eldiario.es;Esteban_Rosador;128655;1770362267;1770371702;313;363;19;109;204;1;384;laicismo; Geroa Bai, principal socio de los socialistas en el Gobierno de Navarra, rechaza la propuesta del PSN y Contigo/Zurekin de derogar la ley que blinda a los profesores de religión elegidos por el obispo pese a que su carga lectiva se ha reducido a la mitad  
